[Mon Sep 24 10:05:59.959061 2018] [proxy_fcgi:error] [pid 2234] [client 192.168.33.143:55608] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/avessos-buscar-patrocinante/
[Mon Sep 24 14:22:17.013088 2018] [proxy_fcgi:error] [pid 14905] [client 192.168.33.143:64817] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/?page_id=2450&preview=true
[Mon Sep 24 14:24:14.388688 2018] [proxy_fcgi:error] [pid 17356] [client 192.168.33.143:65009] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/?page_id=2450&preview=true
[Mon Sep 24 14:48:59.692362 2018] [proxy_fcgi:error] [pid 17356] [client 192.168.33.143:51287] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/?page_id=2450&preview=true
[Mon Sep 24 14:49:32.312051 2018] [proxy_fcgi:error] [pid 12488] [client 192.168.33.143:51322] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/avessos-buscar-patrocinante/
[Mon Sep 24 14:51:23.743317 2018] [proxy_fcgi:error] [pid 14905] [client 192.168.33.143:51530] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/avessos-buscar-patrocinante/
[Mon Sep 24 14:51:25.750074 2018] [proxy_fcgi:error] [pid 17356] [client 192.168.33.143:51535] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/avessos-buscar-patrocinante/
[Mon Sep 24 14:53:29.530093 2018] [proxy_fcgi:error] [pid 12488] [client 192.168.33.143:51725] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/avessos-buscar-patrocinante/
[Mon Sep 24 14:55:16.268778 2018] [proxy_fcgi:error] [pid 12488] [client 192.168.33.143:51908] AH01071: Got error 'PHP message: Error Unknown column 'J123456789' in 'where clause' de la base de datos de WordPress para la consulta SELECT MPERSON_ID FROM `SPONSOR` WHERE MPERSON_IDENTF = J123456789 AND MPERSON_TYPE_DOC ='RIF' realizada por require('wp-blog-header.php'), require_once('wp-includes/template-loader.php'), include('/themes/hestia-child/page-templates/template-add-sponsor.php'), include('/themes/hestia-child/page-templates/function-templates/template-add-sponsor-function.php'), search_sponsor_id\nPHP message: Error Unknown column 'J123456789' in 'where clause' de la base de datos de WordPress para la consulta SELECT MPERSON_ID FROM `SPONSOR` WHERE MPERSON_IDENTF = J123456789 AND MPERSON_TYPE_DOC ='RIF' realizada por require('wp-blog-header.php'), require_once('wp-includes/template-loader.php'), include('/themes/hestia-child/page-templates/template-add-sponsor.php'), include('/themes/hestia-child/page-templates/function-templates/template-add-sponsor-function.php'), search_sponsor_id\n', referer: http://dev.avessoc.org.ve/avessoc-registro-patrocinante/
[Mon Sep 24 14:55:50.713761 2018] [proxy_fcgi:error] [pid 2234] [client 192.168.33.143:51969] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/avessoc-registro-patrocinante/
[Mon Sep 24 14:56:37.168051 2018] [proxy_fcgi:error] [pid 14216] [client 192.168.33.143:52039] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/avessoc-registro-patrocinante/
[Mon Sep 24 14:58:09.750717 2018] [proxy_fcgi:error] [pid 2235] [client 192.168.33.143:52210] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/avessos-buscar-patrocinante/
[Mon Sep 24 15:00:47.376777 2018] [proxy_fcgi:error] [pid 2234] [client 192.168.33.143:52479] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/avessos-buscar-patrocinante/
[Mon Sep 24 15:21:55.527569 2018] [proxy_fcgi:error] [pid 26501] [client 192.168.33.143:54475] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/?page_id=2450&preview=true
[Mon Sep 24 15:22:59.675161 2018] [proxy_fcgi:error] [pid 14905] [client 192.168.33.143:54633] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/avessoc-registro-patrocinante/
[Mon Sep 24 15:23:01.674642 2018] [proxy_fcgi:error] [pid 17356] [client 192.168.33.143:54641] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/avessoc-registro-patrocinante/
[Mon Sep 24 15:24:03.409550 2018] [proxy_fcgi:error] [pid 17356] [client 192.168.33.143:54753] AH01071: Got error 'PHP message: Error Unknown column 'J123456789' in 'where clause' de la base de datos de WordPress para la consulta SELECT MPERSON_ID FROM `SPONSOR` WHERE MPERSON_IDENTF = J123456789 AND MPERSON_TYPE_DOC ='RIF' realizada por require('wp-blog-header.php'), require_once('wp-includes/template-loader.php'), include('/themes/hestia-child/page-templates/template-add-sponsor.php'), include('/themes/hestia-child/page-templates/function-templates/template-add-sponsor-function.php'), search_sponsor_id\nPHP message: Error Unknown column 'J123456789' in 'where clause' de la base de datos de WordPress para la consulta SELECT MPERSON_ID FROM `SPONSOR` WHERE MPERSON_IDENTF = J123456789 AND MPERSON_TYPE_DOC ='RIF' realizada por require('wp-blog-header.php'), require_once('wp-includes/template-loader.php'), include('/themes/hestia-child/page-templates/template-add-sponsor.php'), include('/themes/hestia-child/page-templates/function-templates/template-add-sponsor-function.php'), search_sponsor_id\n', referer: http://dev.avessoc.org.ve/avessoc-registro-patrocinante/
[Mon Sep 24 15:24:30.377266 2018] [proxy_fcgi:error] [pid 2235] [client 192.168.33.143:54777] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/avessoc-registro-patrocinante/
[Mon Sep 24 15:24:38.582726 2018] [proxy_fcgi:error] [pid 14216] [client 192.168.33.143:54814] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/avessoc-registro-patrocinante/
[Mon Sep 24 15:26:42.052014 2018] [proxy_fcgi:error] [pid 14905] [client 192.168.33.143:55031] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/avessoc-registro-patrocinante/
[Mon Sep 24 15:27:34.163674 2018] [proxy_fcgi:error] [pid 2234] [client 192.168.33.143:55103] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/avessos-buscar-patrocinante/
[Mon Sep 24 15:28:30.677853 2018] [proxy_fcgi:error] [pid 2233] [client 192.168.33.143:55225] AH01071: Got error 'PHP message: Error Unknown column 'J5696854' in 'where clause' de la base de datos de WordPress para la consulta SELECT MPERSON_ID FROM `SPONSOR` WHERE MPERSON_IDENTF = J5696854 AND MPERSON_TYPE_DOC ='RIF' realizada por require('wp-blog-header.php'), require_once('wp-includes/template-loader.php'), include('/themes/hestia-child/page-templates/template-add-sponsor.php'), include('/themes/hestia-child/page-templates/function-templates/template-add-sponsor-function.php'), search_sponsor_id\nPHP message: Error Unknown column 'J5696854' in 'where clause' de la base de datos de WordPress para la consulta SELECT MPERSON_ID FROM `SPONSOR` WHERE MPERSON_IDENTF = J5696854 AND MPERSON_TYPE_DOC ='RIF' realizada por require('wp-blog-header.php'), require_once('wp-includes/template-loader.php'), include('/themes/hestia-child/page-templates/template-add-sponsor.php'), include('/themes/hestia-child/page-templates/function-templates/template-add-sponsor-function.php'), search_sponsor_id\n', referer: http://dev.avessoc.org.ve/avessoc-registro-patrocinante/
[Mon Sep 24 15:28:49.888703 2018] [proxy_fcgi:error] [pid 17353] [client 192.168.33.143:55253] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/avessos-buscar-patrocinante/
[Mon Sep 24 15:29:46.962480 2018] [proxy_fcgi:error] [pid 26501] [client 192.168.33.143:55365] AH01071: Got error 'PHP message: PHP Warning:  include(): open_basedir restriction in effect. File(../notifications.php) is not within the allowed path(s): (/var/www/clients/client6/web14/web:/var/www/clients/client6/web14/private:/var/www/clients/client6/web14/tmp:/var/www/dev.avessoc.org.ve/web:/srv/www/dev.avessoc.org.ve/web:/usr/share/php5:/usr/share/php:/tmp:/usr/share/phpmyadmin:/etc/phpmyadmin:/var/lib/phpmyadmin) in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(../notifications.php): failed to open stream: Operation not permitted in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\nPHP message: PHP Warning:  include(): Failed opening '../notifications.php' for inclusion (include_path='.:/usr/share/php') in /var/www/clients/client6/web14/web/wp-content/themes/hestia-child/page-templates/function-templates/template-search-sponsor-function.php on line 2\n', referer: http://dev.avessoc.org.ve/avessos-buscar-patrocinante/
[Mon Sep 24 15:38:49.548339 2018] [proxy_fcgi:error] [pid 26501] [client 192.168.33.143:56295] AH01071: Got error 'PHP message: Error Unknown column '58865ASW5' in 'where clause' de la base de datos de WordPress para la consulta SELECT MPERSON_ID FROM `SPONSOR` WHERE MPERSON_IDENTF = 58865ASW5 AND MPERSON_TYPE_DOC ='Passaporte' realizada por require('wp-blog-header.php'), require_once('wp-includes/template-loader.php'), include('/themes/hestia-child/page-templates/template-add-sponsor.php'), include('/themes/hestia-child/page-templates/function-templates/template-add-sponsor-function.php'), search_sponsor_id\nPHP message: Error Unknown column '58865ASW5' in 'where clause' de la base de datos de WordPress para la consulta SELECT MPERSON_ID FROM `SPONSOR` WHERE MPERSON_IDENTF = 58865ASW5 AND MPERSON_TYPE_DOC ='Passaporte' realizada por require('wp-blog-header.php'), require_once('wp-includes/template-loader.php'), include('/themes/hestia-child/page-templates/template-add-sponsor.php'), include('/themes/hestia-child/page-templates/function-templates/template-add-sponsor-function.php'), search_sponsor_id\n', referer: http://dev.avessoc.org.ve/avessoc-registro-patrocinante/
